Fragility_no,Infrastructure_class,Infrastructure_subclass,Metadata_description,Metadata_region,Metadata_author,Hazard_type,IM,IM_unit,Fragility_development_method,Fragility_distribution,No_of_damage_state,Damage_state_1,Damage_state_med_1,Damage_state_std_1,Damage_state_2,Damage_state_med_2,Damage_state_std_2,Damage_state_3,Damage_state_med_3,Damage_state_std_3,Damage_state_4,Damage_state_med_4,Damage_state_std_4,Fragility_description,Fragility_polynomial,Damage_state_5,Damage_state_med_5,Damage_state_std_5,,Ranking_score_IM,Ranking_score_NDS,Ranking_score_Region,Ranking_score_Normalized,Infrastructure_image,Metadata_file_name,Dispersion_type
53,electric power system,substation,Bus Structure - Flexible; substation High Voltage Components (165 kV - 350 kV),USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,PGA,g,Heuristic,Lognormal,1,Loss of Function,2,0.7,,,,,,,,,,None,,,,,,0.75,0.25,0.5,0.5,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
54,electric power system,substation,Disconnect Switch - Flexible Bus; substation Very High Voltage Components (500 kV and Higher),USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,PGA,g,Heuristic,Lognormal,1,Loss of Function,0.6,0.7,,,,,,,,,,None,,,,,,0.75,0.25,0.5,0.5,./assets/Disconnect_switch.PNG,,Logarithmic_standard_deviation
55,electric power system,substation,Wave Trap - Suspended; substation Very High Voltage Components (500 kV and Higher),USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,PGA,g,Heuristic,Lognormal,1,Loss of Function,1.3,0.6,,,,,,,,,,None,,,,,,0.75,0.25,0.5,0.5,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
56,electric power system,substation,Other Yard Equipment; substation High Voltage Components (165 kV - 350 kV),USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,PGA,g,Heuristic,Lognormal,1,Loss of Function,0.6,0.7,,,,,,,,,,None,,,,,,0.75,0.25,0.5,0.5,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
57,electric power system,substation,Lightning Arrestor; substation Very High Voltage Components (500 kV and Higher),USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,PGA,g,Heuristic,Lognormal,1,Loss of Function,0.4,0.7,,,,,,,,,,None,,,,,,0.75,0.25,0.5,0.5,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
58,electric power system,substation,Bus Structure - Rigid; substation Very High Voltage Components (500 kV and Higher),USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,PGA,g,Heuristic,Lognormal,1,Loss of Function,0.4,0.7,,,,,,,,,,None,,,,,,0.75,0.25,0.5,0.5,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
59,electric power system,substation,CCVT- Cantilevered; substation Very High Voltage Components (500 kV and Higher),USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,PGA,g,Heuristic,Lognormal,1,Loss of Function,0.9,0.6,,,,,,,,,,None,,,,,,0.75,0.25,0.5,0.5,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
60,electric power system,substation,Other Yard Equipment; substation Moderately High Voltage Components (100 kV - 165 kV),USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,PGA,g,Heuristic,Lognormal,1,Loss of Function,1,0.7,,,,,,,,,,None,,,,,,0.75,0.25,0.5,0.5,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
61,electric power system,substation,Bus Structure - Flexible; substation Very High Voltage Components (500 kV and Higher),USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,PGA,g,Heuristic,Lognormal,1,Loss of Function,2,0.7,,,,,,,,,,None,,,,,,0.75,0.25,0.5,0.5,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
62,electric power system,substation,Bus Structure - Rigid; substation Moderately High Voltage Components (100 kV - 165 kV),USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,PGA,g,Heuristic,Lognormal,1,Loss of Function,1,0.7,,,,,,,,,,None,,,,,,0.75,0.25,0.5,0.5,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
63,electric power system,power generation plant,Diesel Generators; Electric Power Plant Equipment- Electrical Components - Well Anchored,USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,Sa,g,Heuristic,Lognormal,1,Loss of Function,0.65,0.4,,,,,,,,,,None,,,,,,1,0.25,0.5,0.583333333,./assets/Generator.jpg,,Logarithmic_standard_deviation
64,electric power system,power generation plant,Battery Racks - failure of batteries; Electric Power Plant Equipment - Electrical Components - Well Anchored ,USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,Sa,g,Heuristic,Lognormal,1,Loss of Function,2.29,0.5,,,,,,,,,,None,,,,,,1,0.25,0.5,0.583333333,./assets/Battery_rack.jpg,,Logarithmic_standard_deviation
65,electric power system,power generation plant,Switchgear - spurious actuation of relays; Electric Power Plant Equipment - Electrical Components - Well Anchored,USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,Sa,g,Heuristic,Lognormal,1,Loss of Function,2.33,0.81,,,,,,,,,,None,,,,,,1,0.25,0.5,0.583333333,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
66,electric power system,power generation plant,Small Motor Operated Valves; Electric Power Plant Equipment - Mechanical Equipment - Well Anchored,USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,Sa,g,Heuristic,Lognormal,1,Loss of Function,9.84,0.65,,,,,,,,,,None,,,,,,1,0.25,0.5,0.583333333,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
67,electric power system,power generation plant,Instrument Racks and Panels-relay chatter; Electric Power Plant Equipment - Electrical Components - Well Anchored,USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,Sa,g,Heuristic,Lognormal,1,Loss of Function,1.15,0.82,,,,,,,,,,None,,,,,,1,0.25,0.5,0.583333333,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
68,electric power system,power generation plant,Control Panels - malfunctioning equipment; Electric Power Plant Equipment - Electrical Components - Well Anchored,USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,Sa,g,Heuristic,Lognormal,1,Loss of Function,11.5,0.88,,,,,,,,,,None,,,,,,1,0.25,0.5,0.583333333,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
69,electric power system,power generation plant,ux. Relay Cabinets/ MCCs / Circuit Breakers - relay or breaker trip; Electric Power Plant Equipment - Electrical Components - Well Anchored,USA,"Steelman, J., Song, J., and Hajjar, J. F. (2007). Integrated Data Flow and Risk Aggregation for Consequence-Based Risk Management of Seismic Regional Loss. Mid-America Earthquake Center, University of Illinois at Urbana-Champaign.",earthquake,Sa,g,Heuristic,Normal,1,Loss of Function,7.63,0.88,,,,,,,,,,None,,,,,,1,0.25,0.5,0.583333333,./assets/CLiP_TBA.PNG,,
70,electric power system,substation,Low Voltage (115 KV) substation,USA,IN-CORE,earthquake,PGA,g,Unknown,Normal,4,Slight,0.349999994,0.600000024,Moderate,0.5,0.600000024,Extensive,0.800000012,0.600000024,Complete,1.450000048,0.649999976,None,,,,,,0.75,1,0.5,0.666666667,./assets/CLiP_TBA.PNG,,
71,electric power system,substation,Low Voltage (115 KV) substation,USA,"FEMA. (2010). Earthquake Loss Estimation Methodology: Technical and Users Manual. Department of Homeland Security, Federal Emergency Management Agency, Washington, D.C.",earthquake,PGD,in,Heuristic,Lognormal,4,Slight,60,1.200000048,Moderate,60,1.200000048,Extensive,60,1.200000048,Complete,60,1.200000048,None,,,,,,1,1,0.5,0.833333333,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
72,electric power system,substation,Low Voltage (115 KV) substation,USA,"FEMA. (2010). Earthquake Loss Estimation Methodology: Technical and Users Manual. Department of Homeland Security, Federal Emergency Management Agency, Washington, D.C.",earthquake,PGD,in,Heuristic,Lognormal,4,Slight,60,1.200000048,Moderate,60,1.200000048,Extensive,60,1.200000048,Complete,60,1.200000048,None,,,,,,1,1,0.5,0.833333333,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
73,electric power system,power generation plant,Large Power Plants ( > 500 MW ),USA,"FEMA. (2010). Earthquake Loss Estimation Methodology: Technical and Users Manual. Department of Homeland Security, Federal Emergency Management Agency, Washington, D.C.",earthquake,PGD,in,Heuristic,Lognormal,4,Slight,60,1.200000048,Moderate,60,1.200000048,Extensive,60,1.200000048,Complete,60,1.200000048,None,,,,,,1,1,0.5,0.833333333,./assets/Power_generation_plant.jpg,,Logarithmic_standard_deviation
74,electric power system,power generation plant,Medium Power Plants ( 100 - 500 MW ),USA,IN-CORE,earthquake,PGA,g,Unknown,Normal,4,Slight,0.150000006,0.600000024,Moderate,0.300000012,0.600000024,Extensive,0.600000024,0.600000024,Complete,1.25,0.649999976,None,,,,,,0.75,1,0.5,0.666666667,./assets/Power_generation_plant.jpg,,
75,electric power system,power generation plant,Large Power Plants ( > 500 MW ),USA,IN-CORE,earthquake,PGA,g,Unknown,Normal,4,Slight,0.150000006,0.600000024,Moderate,0.300000012,0.600000024,Extensive,0.600000024,0.600000024,Complete,1.25,0.649999976,None,,,,,,0.75,1,0.5,0.666666667,./assets/Power_generation_plant.jpg,,
76,electric power system,power generation plant,Low Voltage (115 KV) Substation,USA,IN-CORE,earthquake,PGA,g,Unknown,Normal,4,Slight,0.150000006,0.600000024,Moderate,0.300000012,0.600000024,Extensive,0.600000024,0.600000024,Complete,1.25,0.649999976,None,,,,,,0.75,1,0.5,0.666666667,./assets/Power_generation_plant.jpg,,
77,electric power system,power generation plant,Medium Power Plants ( 100 - 500 MW ),USA,"FEMA. (2010). Earthquake Loss Estimation Methodology: Technical and Users Manual. Department of Homeland Security, Federal Emergency Management Agency, Washington, D.C.",earthquake,PGD,in,Heuristic,Lognormal,4,Slight,60,1.200000048,Moderate,60,1.200000048,Extensive,60,1.200000048,Complete,60,1.200000048,None,,,,,,1,1,0.5,0.833333333,./assets/Power_generation_plant.jpg,,Logarithmic_standard_deviation
78,electric power system,power generation plant,Large Power Plants ( > 500 MW ),USA,IN-CORE,earthquake,PGA,g,Unknown,Normal,4,Slight,0.25,0.600000024,Moderate,0.400000006,0.600000024,Extensive,0.699999988,0.600000024,Complete,1.350000024,0.649999976,None,,,,,,0.75,1,0.5,0.666666667,./assets/Power_generation_plant.jpg,,
79,electric power system,substation,Distribution Circuits,USA,IN-CORE,earthquake,PGA,g,Unknown,Normal,4,Slight,0.150000006,0.600000024,Moderate,0.300000012,0.600000024,Extensive,0.600000024,0.600000024,Complete,1.25,0.649999976,None,,,,,,0.75,1,0.5,0.666666667,./assets/CLiP_TBA.PNG,,
80,electric power system,substation,Medium Voltage (230 KV) substation,USA,IN-CORE,earthquake,PGA,g,Unknown,Normal,4,Slight,0.25,0.600000024,Moderate,0.400000006,0.600000024,Extensive,0.699999988,0.600000024,Complete,1.350000024,0.649999976,None,,,,,,0.75,1,0.5,0.666666667,./assets/CLiP_TBA.PNG,,
81,electric power system,power generation plant,Large Power Plants ( > 500 MW ),USA,"FEMA. (2010). Earthquake Loss Estimation Methodology: Technical and Users Manual. Department of Homeland Security, Federal Emergency Management Agency, Washington, D.C.",earthquake,PGD,in,Heuristic,Lognormal,4,Slight,60,1.200000048,Moderate,60,1.200000048,Extensive,60,1.200000048,Complete,60,1.200000048,None,,,,,,1,1,0.5,0.833333333,./assets/Power_generation_plant.jpg,,Logarithmic_standard_deviation
82,electric power system,substation,Medium Voltage (230 KV) substation,USA,"FEMA. (2010). Earthquake Loss Estimation Methodology: Technical and Users Manual. Department of Homeland Security, Federal Emergency Management Agency, Washington, D.C.",earthquake,PGD,in,Heuristic,Lognormal,4,Slight,60,1.200000048,Moderate,60,1.200000048,Extensive,60,1.200000048,Complete,60,1.200000048,None,,,,,,1,1,0.5,0.833333333,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
83,electric power system,substation,Distribution Circuits,USA,"FEMA. (2010). Earthquake Loss Estimation Methodology: Technical and Users Manual. Department of Homeland Security, Federal Emergency Management Agency, Washington, D.C.",earthquake,PGD,in,Heuristic,Lognormal,4,Slight,60,1.200000048,Moderate,60,1.200000048,Extensive,60,1.200000048,Complete,60,1.200000048,None,,,,,,1,1,0.5,0.833333333,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
84,electric power system,substation,Distribution Circuits,USA,"FEMA. (2010). Earthquake Loss Estimation Methodology: Technical and Users Manual. Department of Homeland Security, Federal Emergency Management Agency, Washington, D.C.",earthquake,PGD,in,Heuristic,Lognormal,4,Slight,60,1.200000048,Moderate,60,1.200000048,Extensive,60,1.200000048,Complete,60,1.200000048,None,,,,,,1,1,0.5,0.833333333,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
85,electric power system,substation,Medium Voltage (230 KV) substation,USA,IN-CORE,earthquake,PGA,g,Unknown,Normal,4,Slight,0.150000006,0.600000024,Moderate,0.300000012,0.600000024,Extensive,0.600000024,0.600000024,Complete,1.25,0.649999976,None,,,,,,0.75,1,0.5,0.666666667,./assets/CLiP_TBA.PNG,,
86,electric power system,substation,Default Facility,USA,"FEMA. (2010). Earthquake Loss Estimation Methodology: Technical and Users Manual. Department of Homeland Security, Federal Emergency Management Agency, Washington, D.C.",earthquake,PGD,in,Heuristic,Lognormal,4,Slight,60,1.200000048,Moderate,60,1.200000048,Extensive,60,1.200000048,Complete,60,1.200000048,None,,,,,,1,1,0.5,0.833333333,./assets/CLiP_TBA.PNG,,Logarithmic_standard_deviation
87,electric power system,substation,Default Facility,USA,IN-CORE,earthquake,PGA,g,Unknown,Normal,4,Slight,0.25,0.600000024,Moderate,0.400000006,0.600000024,Extensive,0.699999988,0.600000024,Complete,1.350000024,0.649999976,None,,,,,,0.75,1,0.5,0.666666667,./assets/CLiP_TBA.PNG,,
88,electric power system,substation,Distribution Circuits,USA,IN-CORE,earthquake,PGA,g,Unknown,Normal,4,Slight,0.25,0.600000024,Moderate,0.400000006,0.600000024,Extensive,0.699999988,0.600000024,Complete,1.350000024,0.649999976,None,,,,,,0.75,1,0.5,0.666666667,./assets/CLiP_TBA.PNG,,
89,electric power system,power generation plant,Small Power Plants ( < 100 MW ),USA,"FEMA. (2010). Earthquake Loss Estimation Methodology: Technical and Users Manual. Department of Homeland Security, Federal Emergency Management Agency, Washington, D.C.",earthquake,PGD,in,Heuristic,Lognormal,4,Slight,60,1.200000048,Moderate,60,1.200000048,Extensive,60,1.200000048,Complete,60,1.200000048,None,,,,,,1,1,0.5,0.833333333,./assets/Power_generation_plant.jpg,,Logarithmic_standard_deviation
90,electric power system,power generation plant,Small Power Plants ( < 100 MW ),USA,IN-CORE,earthquake,PGA,g,Unknown,Normal,4,Slight,0.150000006,0.600000024,Moderate,0.300000012,0.600000024,Extensive,0.600000024,0.600000024,Complete,1.25,0.649999976,None,,,,,,0.75,1,0.5,0.666666667,./assets/Power_generation_plant.jpg,,
91,electric power system,power generation plant,Medium Power Plants ( 100 - 500 MW ),USA,IN-CORE,earthquake,PGA,g,Unknown,Normal,4,Slight,0.25,0.600000024,Moderate,0.400000006,0.600000024,Extensive,0.699999988,0.600000024,Complete,1.350000024,0.649999976,None,,,,,,0.75,1,0.5,0.666666667,./assets/Power_generation_plant.jpg,,
